User_ID,Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
USR-08823,TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Asia Pacific,Low,80,63,0.1254,33.77,8.61,2,2
USR-08824,Disney+ AI,Standard,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Latin America,Medium,87,82,0.2136,15.64,8.92,27,4
USR-08825,Prime Video,Ad-Supported,Mood-Based Playlist,Energetic,Smart Glasses,Shorts,Middle East & Africa,Medium,93,55,0.1829,5.55,9.71,18,1
USR-08826,Prime Video,Standard,Virtual Background Sync,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,53,125,0.571,14.89,5.36,1,6
USR-08827,Disney+ AI,Standard,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Europe,Medium,64,167,0.1598,13.19,6.28,56,6
USR-08828,Apple TV+,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Movies,North America,Low,78,93,0.2761,13.13,8.86,1,4
USR-08829,Netflix,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Education,Asia Pacific,Medium,75,177,0.072,9.98,8.37,8,6
USR-08830,Apple TV+,Standard,AI-Generated Summary,Happy,Foldable Phone,Gaming,Asia Pacific,Medium,69,79,0.2551,15.79,6.9,2,4
USR-08831,Netflix,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Education,North America,Medium,100,116,0.2817,22.65,10.0,5,3
USR-08832,TikTok,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Shorts,North America,Medium,52,177,0.4804,29.13,5.63,59,6
USR-08833,Netflix,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Gaming,Europe,Medium,84,73,0.5883,34.36,8.59,2,3
USR-08834,TikTok,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Shorts,Latin America,Low,81,170,0.1883,15.09,7.73,57,6
USR-08835,YouTube,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Education,Europe,Medium,29,199,0.5338,0.34,3.41,9,7
USR-08836,Netflix,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Latin America,Low,80,98,0.0284,9.02,9.18,1,2
USR-08837,TikTok,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Latin America,Medium,65,141,0.227,2.47,6.73,1,6
USR-08838,Disney+ AI,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Europe,Medium,66,119,0.321,11.39,6.47,40,3
USR-08839,Netflix,Ad-Supported,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Europe,Medium,88,83,0.1685,0.07,8.63,28,3
USR-08840,Disney+ AI,Standard,Virtual Background Sync,Energetic,Apple Vision Pro,Education,Asia Pacific,Medium,54,82,0.3303,13.13,6.13,4,5
USR-08841,Netflix,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Europe,Medium,74,97,0.2671,13.52,8.25,1,3
USR-08842,Netflix,Standard,Real-time Voice Dubbing,Bored,Apple Vision Pro,Gaming,Latin America,High,56,238,0.4763,10.56,6.21,7,11
USR-08843,Netflix,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,33,88,0.4045,9.54,4.11,1,3
USR-08844,TikTok,Ad-Supported,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Europe,Medium,91,87,0.2967,0.72,9.93,1,4
USR-08845,Disney+ AI,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Education,Europe,Low,39,79,0.5564,4.9,4.61,4,5
USR-08846,TikTok,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,North America,Medium,35,88,0.1649,12.39,4.57,3,2
USR-08847,Prime Video,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Education,Asia Pacific,Low,88,172,0.0454,20.41,9.71,8,5
USR-08848,TikTok,Premium AI-Plus,Mood-Based Playlist,Anxious,Apple Vision Pro,Shorts,Asia Pacific,High,90,104,0.2768,22.5,9.81,35,2
USR-08849,Prime Video,Premium AI-Plus,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,Middle East & Africa,Low,49,89,0.1533,25.94,5.51,3,5
USR-08850,Apple TV+,Ad-Supported,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Gaming,North America,Medium,69,105,0.4664,2.3,7.32,3,3
USR-08851,YouTube,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Shorts,Middle East & Africa,Medium,60,154,0.1405,1.74,6.15,51,6
USR-08852,Netflix,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,30,69,0.3521,14.01,3.53,1,4
USR-08853,Netflix,Standard,AI-Generated Summary,Energetic,Smart Glasses,Movies,Latin America,Low,76,111,0.5087,12.52,7.81,1,1
USR-08854,TikTok,Standard,Mood-Based Playlist,Happy,Foldable Phone,Movies,North America,Medium,54,88,0.4227,9.3,5.94,1,3
USR-08855,TikTok,Premium AI-Plus,Personalized Story Ending,Bored,Foldable Phone,Gaming,North America,High,68,154,0.0383,34.38,7.53,4,6
USR-08856,Netflix,Standard,Personalized Story Ending,Energetic,Foldable Phone,Gaming,Latin America,Low,62,55,0.1426,9.23,6.96,2,2
USR-08857,Prime Video,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Shorts,Middle East & Africa,Low,57,96,0.2224,12.75,6.86,32,1
USR-08858,Apple TV+,Premium AI-Plus,Personalized Story Ending,Anxious,Apple Vision Pro,Movies,Middle East & Africa,High,52,88,0.1337,22.63,5.44,1,3
USR-08859,YouTube,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Gaming,Asia Pacific,Medium,37,131,0.314,2.85,3.73,4,5
USR-08860,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Movies,Asia Pacific,Low,49,109,0.1052,24.09,5.65,1,3
USR-08861,Netflix,Standard,Personalized Story Ending,Happy,Apple Vision Pro,Education,Latin America,Medium,90,107,0.2069,9.6,10.0,5,3
USR-08862,YouTube,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,Middle East & Africa,Medium,43,81,0.0302,4.11,4.74,27,5
USR-08863,Prime Video,Premium AI-Plus,Personalized Story Ending,Happy,Foldable Phone,Gaming,Europe,Low,59,108,0.1571,24.43,6.48,3,5
USR-08864,TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Latin America,Medium,70,103,0.0282,30.36,6.96,1,4
USR-08865,Netflix,Premium AI-Plus,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,North America,Low,56,47,0.0391,22.95,5.64,1,1
USR-08866,YouTube,Ad-Supported,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,Europe,High,67,100,0.2341,3.69,6.89,33,3
USR-08867,Netflix,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Europe,High,79,91,0.3463,1.01,8.88,30,2
USR-08868,YouTube,Standard,Personalized Story Ending,Stressed,Foldable Phone,Movies,North America,Medium,47,150,0.0711,14.63,5.21,2,5
USR-08869,YouTube,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Shorts,North America,Medium,50,100,0.5043,0.03,5.36,33,3
USR-08870,TikTok,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Movies,Asia Pacific,High,84,213,0.36,4.03,8.73,2,9
USR-08871,TikTok,Standard,Mood-Based Playlist,Happy,Foldable Phone,Education,Europe,Medium,77,76,0.1975,10.26,8.33,3,3
USR-08872,Prime Video,Ad-Supported,Personalized Story Ending,Stressed,Smart Glasses,Shorts,North America,Low,35,118,0.3566,2.76,4.55,39,6
USR-08873,Netflix,Standard,Mood-Based Playlist,Happy,Foldable Phone,Shorts,North America,Low,74,66,0.2122,10.54,8.13,22,2
USR-08874,Disney+ AI,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Shorts,North America,Medium,74,98,0.5175,11.86,8.69,33,4
USR-08875,Netflix,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Asia Pacific,High,65,140,0.5452,0.58,6.32,4,6
USR-08876,YouTube,Standard,Real-time Voice Dubbing,Anxious,Smart Glasses,Movies,Europe,Medium,59,60,0.2668,10.85,6.38,1,2
USR-08877,Prime Video,Ad-Supported,Real-time Voice Dubbing,Bored,Foldable Phone,Gaming,North America,Low,57,149,0.3352,0.23,5.96,4,6
USR-08878,Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Stressed,Smart Glasses,Education,Asia Pacific,High,50,150,0.2845,3.27,5.71,7,5
USR-08879,Netflix,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,North America,Low,54,77,0.2522,9.97,5.94,26,1
USR-08880,YouTube,Standard,Virtual Background Sync,Energetic,Foldable Phone,Movies,Middle East & Africa,Low,65,119,0.6004,14.72,6.53,1,7
USR-08881,Disney+ AI,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Movies,North America,Medium,93,55,0.1481,3.26,10.0,1,3
USR-08882,Apple TV+,Standard,Virtual Background Sync,Happy,AI-Integrated TV,Education,Europe,Medium,92,108,0.2262,13.52,9.58,5,3
USR-08883,TikTok,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Europe,Medium,78,83,0.1443,9.91,8.68,1,4
USR-08884,Netflix,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Asia Pacific,Low,64,65,0.5265,15.14,7.1,1,2
USR-08885,YouTube,Ad-Supported,Personalized Story Ending,Stressed,Foldable Phone,Education,Asia Pacific,Low,77,196,0.2107,2.02,8.12,9,4
USR-08886,Netflix,Standard,Virtual Background Sync,Bored,Foldable Phone,Education,Asia Pacific,Medium,31,146,0.3639,10.44,3.21,7,4
USR-08887,Netflix,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Shorts,Europe,Medium,93,204,0.0892,13.61,9.38,68,6
USR-08888,TikTok,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Movies,Europe,High,48,67,0.0742,4.83,5.15,1,2
USR-08889,Disney+ AI,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,North America,Medium,74,186,0.3798,11.96,7.34,62,3
USR-08890,Netflix,Premium AI-Plus,Personalized Story Ending,Bored,AI-Integrated TV,Gaming,North America,Medium,82,165,0.08,25.51,8.55,5,5
USR-08891,Disney+ AI,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Movies,Latin America,Low,76,202,0.2852,1.28,7.71,2,5
USR-08892,Disney+ AI,Standard,Real-time Voice Dubbing,Bored,AI-Integrated TV,Movies,Asia Pacific,Low,73,149,0.0581,15.22,7.47,2,4
USR-08893,Disney+ AI,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Education,North America,Medium,100,46,0.3698,33.32,10.0,2,3
USR-08894,YouTube,Ad-Supported,AI-Generated Summary,Stressed,Apple Vision Pro,Gaming,Europe,Medium,59,215,0.0913,0.13,6.36,6,10
USR-08895,YouTube,Premium AI-Plus,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Europe,Low,49,169,0.4225,21.08,5.24,56,5
USR-08896,Netflix,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Education,Asia Pacific,Medium,63,60,0.3084,9.62,6.99,3,2
USR-08897,YouTube,Standard,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,North America,Medium,61,150,0.1146,11.78,6.81,50,5
USR-08898,YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Education,Europe,Low,76,57,0.1863,22.41,7.88,3,5
USR-08899,YouTube,Premium AI-Plus,Personalized Story Ending,Happy,AI-Integrated TV,Movies,Asia Pacific,Low,100,37,0.3178,23.4,10.0,1,3
USR-08900,Netflix,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Shorts,Asia Pacific,Medium,58,94,0.1234,12.51,6.14,31,1
USR-08901,Netflix,Standard,Mood-Based Playlist,Happy,Foldable Phone,Gaming,North America,Medium,76,93,0.3883,9.13,8.41,3,2
USR-08902,Prime Video,Ad-Supported,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Shorts,North America,Low,49,189,0.1005,0.65,5.33,63,7
USR-08903,Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Movies,Asia Pacific,Medium,39,198,0.383,0.29,4.78,2,7
USR-08904,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Gaming,Asia Pacific,Medium,86,157,0.0994,21.22,9.24,4,3
USR-08905,Apple TV+,Standard,Virtual Background Sync,Anxious,Smart Glasses,Shorts,North America,Low,72,101,0.0272,11.37,7.02,34,5
USR-08906,YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Movies,Europe,Medium,68,180,0.5205,28.6,6.99,2,7
USR-08907,YouTube,Ad-Supported,Personalized Story Ending,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Low,33,55,0.4369,0.93,3.9,18,3
USR-08908,Prime Video,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Gaming,Middle East & Africa,High,34,95,0.0844,4.95,3.48,3,3
USR-08909,YouTube,Ad-Supported,Personalized Story Ending,Happy,Apple Vision Pro,Shorts,Middle East & Africa,Low,65,130,0.0572,2.16,7.38,43,1
USR-08910,YouTube,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Low,54,179,0.3992,14.65,6.21,60,4
USR-08911,YouTube,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Movies,Asia Pacific,Medium,62,74,0.2352,1.24,5.82,1,1
USR-08912,YouTube,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Movies,Asia Pacific,Medium,44,180,0.3396,5.76,4.56,2,6
USR-08913,TikTok,Premium AI-Plus,Personalized Story Ending,Energetic,Smart Glasses,Gaming,Europe,Low,89,112,0.4152,28.57,10.0,3,1
USR-08914,YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Europe,High,74,56,0.2714,22.61,7.1,2,2
USR-08915,YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,North America,Medium,100,93,0.2377,30.98,10.0,31,2
USR-08916,YouTube,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Shorts,Europe,Medium,67,50,0.3726,3.13,7.07,17,2
USR-08917,TikTok,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Europe,Low,50,39,0.1862,10.41,5.09,1,3
USR-08918,Netflix,Standard,Personalized Story Ending,Energetic,Apple Vision Pro,Shorts,Latin America,Low,63,67,0.0451,14.16,7.55,22,1
USR-08919,Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Smart Glasses,Shorts,North America,High,61,32,0.1639,4.44,6.63,11,1
USR-08920,Disney+ AI,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Shorts,North America,Medium,61,82,0.1485,14.56,6.83,27,5
USR-08921,YouTube,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Movies,North America,Medium,46,85,0.2269,34.51,4.85,1,2
USR-08922,Disney+ AI,Ad-Supported,Personalized Story Ending,Bored,AI-Integrated TV,Movies,Europe,High,41,141,0.1835,2.36,4.77,1,3
USR-08923,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Education,North America,Low,78,197,0.1427,20.66,7.97,9,6
USR-08924,YouTube,Ad-Supported,AI-Generated Summary,Anxious,Smart Glasses,Shorts,North America,Medium,46,101,0.2756,1.06,4.64,34,5
USR-08925,YouTube,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Education,Asia Pacific,Medium,50,94,0.2008,3.96,6.01,4,2
USR-08926,YouTube,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Asia Pacific,High,29,90,0.5485,4.83,3.76,3,4
USR-08927,Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Foldable Phone,Gaming,Latin America,Medium,100,143,0.2482,31.15,10.0,4,2
USR-08928,Apple TV+,Standard,Virtual Background Sync,Bored,Apple Vision Pro,Movies,Asia Pacific,High,54,158,0.0895,10.23,5.45,2,3
USR-08929,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Movies,Middle East & Africa,Medium,56,60,0.4428,29.9,6.1,1,2
USR-08930,YouTube,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Low,47,46,0.0269,13.04,5.09,15,1
USR-08931,TikTok,Premium AI-Plus,AI-Generated Summary,Bored,Smart Glasses,Shorts,North America,Medium,74,145,0.2868,23.59,7.54,48,7
USR-08932,YouTube,Standard,Mood-Based Playlist,Happy,Foldable Phone,Movies,Europe,Low,53,35,0.1094,14.54,6.0,1,3
USR-08933,Netflix,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,Asia Pacific,Low,44,108,0.5151,15.36,4.76,36,2
USR-08934,Apple TV+,Premium AI-Plus,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Middle East & Africa,Medium,94,179,0.248,20.67,9.51,2,5
USR-08935,Prime Video,Premium AI-Plus,Mood-Based Playlist,Stressed,AI-Integrated TV,Movies,Europe,Low,100,163,0.0934,30.17,10.0,2,7
USR-08936,Apple TV+,Standard,Real-time Voice Dubbing,Bored,AI-Integrated TV,Education,Middle East & Africa,Medium,77,120,0.1322,12.29,8.43,5,3
USR-08937,Netflix,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Shorts,North America,Medium,84,186,0.279,1.39,8.42,62,5
USR-08938,Netflix,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Movies,Asia Pacific,High,65,92,0.1693,29.67,6.94,1,2
USR-08939,YouTube,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Middle East & Africa,Low,44,45,0.2073,3.69,5.05,1,1
USR-08940,Apple TV+,Premium AI-Plus,Virtual Background Sync,Stressed,AI-Integrated TV,Education,Europe,Medium,72,155,0.2331,20.96,7.04,7,4
USR-08941,Netflix,Standard,Personalized Story Ending,Happy,Smart Glasses,Education,Asia Pacific,High,77,101,0.3616,13.07,8.94,5,3
USR-08942,Netflix,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Movies,Europe,Medium,76,193,0.1711,2.95,8.04,2,8
USR-08943,Netflix,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Medium,79,169,0.4489,3.74,8.06,56,6
USR-08944,Disney+ AI,Standard,Personalized Story Ending,Bored,Foldable Phone,Shorts,Europe,Low,37,168,0.1406,10.53,4.51,56,5
USR-08945,Disney+ AI,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Movies,Europe,Low,36,195,0.6362,13.45,4.54,2,8
USR-08946,Disney+ AI,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Asia Pacific,Low,76,86,0.6907,27.06,8.25,29,3
USR-08947,Netflix,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Movies,North America,Medium,31,196,0.5592,15.48,3.1,2,5
USR-08948,Disney+ AI,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Movies,North America,Medium,82,132,0.4343,0.05,8.74,1,3
USR-08949,YouTube,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Middle East & Africa,Low,71,91,0.4666,15.04,7.41,30,2
USR-08950,Netflix,Premium AI-Plus,Mood-Based Playlist,Energetic,Apple Vision Pro,Movies,Asia Pacific,High,91,135,0.1909,33.96,10.0,1,2
USR-08951,YouTube,Premium AI-Plus,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,Asia Pacific,Medium,55,89,0.2691,21.1,6.49,30,4
USR-08952,YouTube,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Movies,Europe,High,69,133,0.0726,9.58,7.2,1,1
USR-08953,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Asia Pacific,Medium,79,223,0.324,24.28,8.72,74,10
USR-08954,Apple TV+,Ad-Supported,Personalized Story Ending,Energetic,AI-Integrated TV,Education,Middle East & Africa,Medium,49,98,0.3151,2.92,5.84,4,5
USR-08955,YouTube,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Medium,63,91,0.3003,12.47,6.8,30,5
USR-08956,YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,Apple Vision Pro,Shorts,Europe,High,66,188,0.0448,24.07,7.32,63,3
USR-08957,TikTok,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Asia Pacific,Low,68,127,0.2495,12.9,7.45,42,4
USR-08958,TikTok,Ad-Supported,Real-time Voice Dubbing,Bored,Foldable Phone,Education,Latin America,Low,72,175,0.1828,3.05,7.24,8,6
USR-08959,Netflix,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,Europe,Medium,46,81,0.1851,14.21,4.83,2,3
USR-08960,TikTok,Ad-Supported,Real-time Voice Dubbing,Stressed,Smart Glasses,Movies,Latin America,Medium,43,115,0.3598,2.29,5.0,1,3
USR-08961,YouTube,Ad-Supported,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Middle East & Africa,High,91,115,0.2077,0.04,9.91,1,4
USR-08962,YouTube,Ad-Supported,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,North America,Low,61,104,0.103,2.67,6.86,35,2
USR-08963,Disney+ AI,Premium AI-Plus,Virtual Background Sync,Anxious,AI-Integrated TV,Gaming,North America,Low,100,92,0.2334,20.49,10.0,3,2
USR-08964,TikTok,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Europe,Low,36,57,0.529,0.89,3.78,1,3
USR-08965,YouTube,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,Asia Pacific,Medium,46,143,0.3543,10.49,4.9,48,5
USR-08966,Netflix,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,62,116,0.2829,23.8,6.91,39,5
USR-08967,YouTube,Premium AI-Plus,Personalized Story Ending,Energetic,Foldable Phone,Shorts,North America,High,98,96,0.1157,30.11,10.0,32,1
USR-08968,YouTube,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,High,73,59,0.4223,11.49,7.34,2,2
USR-08969,Prime Video,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,North America,High,52,122,0.3166,13.58,5.44,1,3
USR-08970,TikTok,Ad-Supported,Personalized Story Ending,Bored,AI-Integrated TV,Shorts,Latin America,Low,65,168,0.0647,3.78,7.67,56,6
USR-08971,Prime Video,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Gaming,North America,Medium,55,51,0.042,10.58,6.39,1,4
USR-08972,YouTube,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Education,Middle East & Africa,Medium,44,88,0.3817,1.95,4.95,4,6
USR-08973,Prime Video,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Shorts,Europe,Medium,78,75,0.2376,1.92,7.59,25,3
USR-08974,Netflix,Ad-Supported,AI-Generated Summary,Bored,Smart Glasses,Shorts,Latin America,High,92,144,0.2404,4.94,9.77,48,7
USR-08975,YouTube,Standard,Personalized Story Ending,Happy,Apple Vision Pro,Gaming,Asia Pacific,Low,85,107,0.2727,11.13,9.12,3,5
USR-08976,Netflix,Ad-Supported,Virtual Background Sync,Stressed,Foldable Phone,Gaming,Latin America,Medium,71,241,0.5789,2.61,6.9,7,7
USR-08977,Netflix,Ad-Supported,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Latin America,Medium,40,136,0.4334,1.02,4.87,45,4
USR-08978,Prime Video,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Shorts,North America,High,60,80,0.3494,31.8,6.18,27,4
USR-08979,Disney+ AI,Ad-Supported,Personalized Story Ending,Bored,Smart Glasses,Movies,Asia Pacific,High,70,199,0.2804,0.78,8.27,2,8
USR-08980,TikTok,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Gaming,North America,High,45,111,0.1658,15.56,5.48,3,5
USR-08981,TikTok,Standard,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Shorts,North America,Medium,48,179,0.4243,12.29,5.0,60,7
USR-08982,TikTok,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Movies,Asia Pacific,High,64,222,0.2639,9.93,6.44,2,8
USR-08983,TikTok,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,62,52,0.2286,4.02,6.65,17,2
USR-08984,Prime Video,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Education,North America,Low,69,97,0.1267,2.8,7.87,4,1
USR-08985,TikTok,Premium AI-Plus,Virtual Background Sync,Happy,Smart Glasses,Movies,Europe,High,100,71,0.1985,28.05,10.0,1,3
USR-08986,Disney+ AI,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Shorts,North America,Medium,76,145,0.1486,10.04,8.51,48,3
USR-08987,YouTube,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Education,Asia Pacific,Low,61,109,0.3082,5.66,6.31,5,5
USR-08988,Apple TV+,Ad-Supported,AI-Generated Summary,Bored,Apple Vision Pro,Education,Europe,Medium,69,137,0.2096,3.63,7.12,6,3
USR-08989,Netflix,Standard,AI-Generated Summary,Stressed,Foldable Phone,Movies,Asia Pacific,Medium,61,157,0.2955,13.99,5.46,2,4
USR-08990,YouTube,Ad-Supported,Mood-Based Playlist,Happy,Smart Glasses,Movies,Asia Pacific,Medium,62,95,0.1164,4.04,6.76,1,2
USR-08991,Prime Video,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Medium,57,148,0.4724,9.1,5.95,49,5
USR-08992,Netflix,Standard,Personalized Story Ending,Energetic,Foldable Phone,Movies,Asia Pacific,Medium,39,143,0.2302,13.31,5.08,2,3
USR-08993,Netflix,Standard,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Shorts,Asia Pacific,Medium,59,195,0.2463,11.38,7.23,65,8
USR-08994,YouTube,Premium AI-Plus,Virtual Background Sync,Bored,Foldable Phone,Shorts,Middle East & Africa,Low,92,147,0.2018,34.21,9.75,49,1
USR-08995,YouTube,Standard,AI-Generated Summary,Bored,Foldable Phone,Gaming,Middle East & Africa,High,37,173,0.0297,9.21,4.27,5,5
USR-08996,Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Anxious,Smart Glasses,Shorts,Asia Pacific,Medium,81,115,0.4628,29.75,8.73,38,5
USR-08997,Prime Video,Standard,AI-Generated Summary,Stressed,Smart Glasses,Education,Middle East & Africa,High,50,131,0.576,15.18,5.29,6,4
USR-08998,YouTube,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Gaming,Europe,Medium,83,139,0.3231,9.56,9.09,4,6
USR-08999,Apple TV+,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Shorts,Asia Pacific,High,64,96,0.0766,11.03,6.61,32,3
USR-09000,TikTok,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Movies,Latin America,Medium,49,184,0.2377,9.51,5.43,2,8
USR-09001,Prime Video,Ad-Supported,Virtual Background Sync,Stressed,Apple Vision Pro,Gaming,North America,Medium,77,171,0.0338,4.45,7.78,5,7
