Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
TikTok,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Education,Asia Pacific,Low,71,107,0.2433,33.33,8.85,23,1
YouTube,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Movies,North America,Low,100,115,0.0902,15.49,5.48,1,6
Disney+ AI,Ad-Supported,AI-Generated Summary,Energetic,Apple Vision Pro,Gaming,North America,Low,30,54,0.3235,23.69,8.8,14,5
YouTube,Standard,Virtual Background Sync,Stressed,Foldable Phone,Movies,Asia Pacific,Medium,58,198,0.3314,33.08,9.05,1,7
Netflix,Standard,Personalized Story Ending,Anxious,Foldable Phone,Gaming,Asia Pacific,Medium,88,273,0.0417,17.17,7.93,2,5
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Bored,Foldable Phone,Gaming,Latin America,High,80,126,0.2445,10.73,8.03,3,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Anxious,Foldable Phone,Education,North America,High,93,115,0.2172,33.82,4.49,51,1
TikTok,Premium AI-Plus,Virtual Background Sync,Happy,Smart Glasses,Gaming,Europe,Low,77,80,0.1238,31.64,10.0,1,5
Prime Video,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Asia Pacific,Medium,99,138,0.0025,10.06,9.13,1,5
Disney+ AI,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Europe,High,87,161,0.4814,23.89,7.59,39,1
YouTube,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Education,Europe,High,18,137,0.1404,13.08,5.97,2,4
Disney+ AI,Standard,AI-Generated Summary,Happy,Foldable Phone,Shorts,North America,Low,70,118,0.2662,13.21,10.0,1,1
Apple TV+,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Movies,Middle East & Africa,Medium,41,145,0.4357,8.67,7.04,1,6
Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Asia Pacific,Medium,100,120,0.164,25.26,9.54,1,2
Netflix,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,Medium,67,98,0.1487,7.96,10.0,1,1
Netflix,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Europe,Medium,93,204,0.3952,14.3,8.2,1,7
Apple TV+,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,North America,Low,82,215,0.0413,11.76,8.6,1,4
Apple TV+,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,North America,High,68,15,0.1863,10.94,9.96,1,6
YouTube,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Shorts,Europe,High,15,133,0.3783,14.07,9.43,3,1
YouTube,Ad-Supported,AI-Generated Summary,Happy,Smart Glasses,Education,North America,Low,98,131,0.193,0.0,6.41,25,6
TikTok,Standard,AI-Generated Summary,Energetic,Smart Glasses,Movies,Middle East & Africa,Low,75,106,0.2744,17.22,10.0,8,4
Netflix,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Asia Pacific,High,67,95,0.2151,15.87,8.7,1,8
Apple TV+,Standard,Personalized Story Ending,Energetic,Foldable Phone,Movies,Europe,High,98,219,0.2305,8.24,8.82,2,3
Prime Video,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Education,North America,Medium,73,220,0.0933,25.8,6.72,1,1
YouTube,Standard,Real-time Voice Dubbing,Happy,Smart Glasses,Movies,Middle East & Africa,High,100,149,0.1321,15.27,9.2,2,5
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Asia Pacific,Low,51,70,0.2402,23.23,8.74,3,1
Prime Video,Standard,Mood-Based Playlist,Anxious,Apple Vision Pro,Gaming,Europe,Medium,75,188,0.2132,14.22,10.0,2,1
Apple TV+,Standard,AI-Generated Summary,Energetic,Foldable Phone,Education,Asia Pacific,Low,47,110,0.0025,24.27,9.99,1,6
Netflix,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Education,Asia Pacific,High,92,106,0.1522,32.23,4.39,2,6
Disney+ AI,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Movies,North America,Medium,71,269,0.0025,7.54,9.93,2,3
YouTube,Standard,AI-Generated Summary,Stressed,Foldable Phone,Movies,Europe,Medium,91,22,0.3557,20.19,9.04,44,7
YouTube,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Gaming,Europe,Low,99,96,0.1992,14.8,10.0,4,3
Prime Video,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Movies,Asia Pacific,Low,79,176,0.4963,15.09,8.53,1,1
Disney+ AI,Ad-Supported,Virtual Background Sync,Stressed,Foldable Phone,Gaming,Middle East & Africa,High,65,140,0.2726,11.95,5.35,1,1
Disney+ AI,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Movies,Middle East & Africa,Medium,85,124,0.135,31.0,7.94,1,6
Prime Video,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Europe,Low,72,95,0.1298,34.99,9.11,2,1
Netflix,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Medium,53,29,0.2665,15.17,9.74,3,5
TikTok,Standard,AI-Generated Summary,Energetic,Foldable Phone,Education,Asia Pacific,High,100,231,0.3926,2.48,10.0,1,5
YouTube,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Shorts,Asia Pacific,Low,99,93,0.1068,28.4,9.86,1,5
TikTok,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Movies,Middle East & Africa,Low,59,121,0.1783,11.38,8.53,2,5
YouTube,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Shorts,Europe,Medium,100,141,0.4459,3.92,8.88,1,7
Apple TV+,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,Low,90,194,0.1,13.8,10.0,5,5
YouTube,Premium AI-Plus,AI-Generated Summary,Happy,Smart Glasses,Shorts,Latin America,Medium,50,56,0.0482,17.09,3.17,35,5
Netflix,Premium AI-Plus,Mood-Based Playlist,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,Low,64,121,0.0651,1.24,2.47,1,5
YouTube,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Gaming,Europe,High,37,101,0.2996,8.12,9.03,1,4
YouTube,Standard,Virtual Background Sync,Anxious,Foldable Phone,Gaming,Europe,Low,55,159,0.0286,3.66,5.8,1,5
TikTok,Standard,AI-Generated Summary,Anxious,Smart Glasses,Gaming,Europe,Low,75,178,0.0025,34.1,7.73,1,4
YouTube,Ad-Supported,Mood-Based Playlist,Bored,Foldable Phone,Gaming,North America,Medium,97,218,0.1228,12.79,9.79,1,5
Apple TV+,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Europe,Low,77,160,0.1634,14.93,10.0,1,1
Netflix,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Movies,Asia Pacific,High,86,183,0.6939,13.08,10.0,1,6
Netflix,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,Latin America,High,70,48,0.265,11.1,9.99,1,5
YouTube,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Education,Asia Pacific,Low,89,233,0.3815,20.0,10.0,1,3
YouTube,Premium AI-Plus,Personalized Story Ending,Bored,AI-Integrated TV,Gaming,Middle East & Africa,Low,58,136,0.0677,11.54,8.33,10,1
Netflix,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Movies,Asia Pacific,Medium,100,136,0.3394,16.77,8.1,1,1
Netflix,Standard,Real-time Voice Dubbing,Happy,Apple Vision Pro,Shorts,Asia Pacific,High,31,85,0.026,1.97,7.66,20,2
YouTube,Standard,Personalized Story Ending,Happy,Smart Glasses,Gaming,North America,Medium,77,72,0.1642,29.52,9.85,1,7
TikTok,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Gaming,Europe,Medium,98,111,0.0678,14.21,9.99,1,6
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Bored,Apple Vision Pro,Movies,Middle East & Africa,Low,80,107,0.159,1.32,5.57,2,6
YouTube,Ad-Supported,Real-time Voice Dubbing,Bored,Smart Glasses,Gaming,Asia Pacific,High,64,227,0.2218,28.03,9.01,1,1
TikTok,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Europe,Low,75,144,0.29,23.77,8.56,1,5
YouTube,Premium AI-Plus,Personalized Story Ending,Happy,Foldable Phone,Shorts,Europe,Medium,81,88,0.1309,34.99,9.04,40,5
YouTube,Standard,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Movies,Europe,Medium,94,219,0.1458,23.48,7.93,2,5
TikTok,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Europe,High,41,113,0.3357,15.8,9.03,1,5
Prime Video,Ad-Supported,Mood-Based Playlist,Stressed,Smart Glasses,Shorts,Middle East & Africa,Low,100,65,0.1588,12.39,9.02,39,5
YouTube,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Europe,Medium,96,179,0.0275,21.44,10.0,43,6
Prime Video,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,Europe,Medium,75,88,0.1829,2.74,8.8,1,1
Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Smart Glasses,Movies,Asia Pacific,Low,86,212,0.0986,13.28,8.11,1,5
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,100,88,0.2338,16.78,8.09,1,1
Disney+ AI,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Europe,Low,75,183,0.2014,13.96,9.58,41,3
Netflix,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Education,North America,Low,83,128,0.3121,13.57,8.64,1,4
Netflix,Premium AI-Plus,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Europe,Medium,65,56,0.4147,28.06,8.36,1,7
Prime Video,Standard,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Shorts,Middle East & Africa,Medium,64,80,0.268,22.37,10.0,2,6
Disney+ AI,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Gaming,Asia Pacific,Low,60,201,0.1923,21.87,9.46,1,6
Prime Video,Standard,AI-Generated Summary,Energetic,Smart Glasses,Shorts,Asia Pacific,High,30,110,0.2004,11.83,9.04,4,5
TikTok,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Education,North America,Low,18,204,0.2246,15.97,6.7,1,6
Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Anxious,Foldable Phone,Education,Asia Pacific,High,11,214,0.4733,8.99,4.85,3,5
Netflix,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Latin America,High,74,129,0.2346,15.26,6.57,1,1
Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Middle East & Africa,High,70,187,0.1544,15.91,5.76,22,2
YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,Smart Glasses,Movies,North America,Low,59,175,0.3947,12.9,9.4,1,4
YouTube,Standard,Virtual Background Sync,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,77,252,0.0025,29.44,9.09,5,5
TikTok,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Shorts,Europe,Low,80,213,0.3591,17.47,6.77,1,3
YouTube,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Shorts,Latin America,Medium,59,211,0.0025,21.61,7.56,2,3
Netflix,Standard,Mood-Based Playlist,Bored,Foldable Phone,Movies,Asia Pacific,Low,100,141,0.1711,14.36,9.82,1,6
Netflix,Standard,Mood-Based Playlist,Anxious,Apple Vision Pro,Education,Europe,Low,100,185,0.5954,15.52,9.84,1,2
YouTube,Standard,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Gaming,Latin America,Low,89,118,0.1248,31.09,8.3,6,6
Netflix,Standard,AI-Generated Summary,Stressed,Foldable Phone,Education,Asia Pacific,High,54,236,0.1541,14.15,5.44,1,6
Prime Video,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Gaming,Europe,Medium,50,39,0.0025,14.14,5.29,1,4
Disney+ AI,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Education,Latin America,High,26,207,0.3868,20.58,8.6,2,5
TikTok,Standard,Virtual Background Sync,Energetic,Foldable Phone,Shorts,North America,Low,65,225,0.2694,34.99,7.21,2,5
YouTube,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Movies,Asia Pacific,High,54,110,0.3051,3.24,8.4,1,6
Netflix,Ad-Supported,Personalized Story Ending,Happy,Smart Glasses,Shorts,Europe,High,82,162,0.1766,10.96,8.68,1,2
YouTube,Standard,Virtual Background Sync,Anxious,Smart Glasses,Gaming,Europe,Medium,72,128,0.3493,22.14,6.36,1,1
Prime Video,Standard,Virtual Background Sync,Energetic,Smart Glasses,Movies,North America,Medium,26,90,0.2508,24.75,9.23,18,6
Apple TV+,Premium AI-Plus,AI-Generated Summary,Bored,AI-Integrated TV,Shorts,North America,Low,100,155,0.176,10.61,7.75,1,6
Apple TV+,Ad-Supported,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Asia Pacific,Medium,87,69,0.1556,3.26,6.58,2,6
TikTok,Standard,Personalized Story Ending,Energetic,Foldable Phone,Education,North America,Low,56,133,0.4214,14.43,8.23,1,6
Prime Video,Premium AI-Plus,Virtual Background Sync,Energetic,Foldable Phone,Movies,Asia Pacific,Low,29,83,0.1626,15.87,7.52,2,5
Disney+ AI,Ad-Supported,AI-Generated Summary,Stressed,Smart Glasses,Movies,Europe,Low,55,168,0.0238,2.44,7.66,1,3
Apple TV+,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Asia Pacific,High,36,134,0.0883,33.71,8.64,39,2
TikTok,Ad-Supported,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Europe,Low,100,45,0.6416,28.63,10.0,1,6
YouTube,Ad-Supported,Virtual Background Sync,Bored,Apple Vision Pro,Shorts,Asia Pacific,Medium,56,135,0.194,15.27,8.19,1,5
YouTube,Standard,Real-time Voice Dubbing,Happy,Smart Glasses,Gaming,North America,Medium,70,57,0.1502,9.68,9.43,1,3
TikTok,Standard,Personalized Story Ending,Anxious,Apple Vision Pro,Movies,Middle East & Africa,Low,54,208,0.1953,15.78,5.26,1,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Energetic,Smart Glasses,Shorts,North America,Low,53,95,0.0258,34.99,5.86,17,6
YouTube,Standard,Virtual Background Sync,Anxious,Apple Vision Pro,Movies,North America,Low,95,147,0.3701,13.33,9.5,1,2
YouTube,Standard,AI-Generated Summary,Stressed,Foldable Phone,Gaming,North America,Low,100,104,0.1015,16.23,10.0,2,2
YouTube,Standard,Personalized Story Ending,Stressed,Foldable Phone,Movies,Asia Pacific,High,46,109,0.1025,24.57,8.66,9,1
YouTube,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Shorts,Europe,High,59,129,0.0544,21.94,8.63,1,1
YouTube,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Education,Asia Pacific,Low,74,108,0.0848,15.15,7.54,1,1
YouTube,Standard,Real-time Voice Dubbing,Happy,Smart Glasses,Gaming,Asia Pacific,Low,46,204,0.256,7.33,8.41,1,1
Netflix,Ad-Supported,Real-time Voice Dubbing,Bored,AI-Integrated TV,Education,Europe,Low,93,132,0.3299,11.33,8.43,3,7
Apple TV+,Standard,Mood-Based Playlist,Bored,Foldable Phone,Shorts,North America,Low,67,165,0.1909,34.99,8.41,1,6
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Europe,Low,61,225,0.372,3.21,8.08,1,4
YouTube,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Gaming,Asia Pacific,Low,64,96,0.2751,1.26,4.97,1,7
Apple TV+,Ad-Supported,Personalized Story Ending,Energetic,AI-Integrated TV,Shorts,Europe,High,77,201,0.4094,18.19,10.0,9,6
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Apple Vision Pro,Gaming,Asia Pacific,High,62,109,0.2855,7.3,7.32,19,3
YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,Asia Pacific,Medium,65,101,0.081,10.25,9.18,1,6
Prime Video,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Shorts,Asia Pacific,High,67,205,0.024,11.98,10.0,1,5
YouTube,Premium AI-Plus,Personalized Story Ending,Anxious,Apple Vision Pro,Education,Europe,Low,91,76,0.1659,2.46,6.97,6,3
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,Europe,High,92,183,0.1068,9.96,7.64,10,5
TikTok,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Education,Latin America,High,100,175,0.4338,3.32,8.61,1,5
YouTube,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Education,Asia Pacific,Medium,100,121,0.052,22.79,9.55,1,6
TikTok,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Latin America,High,70,49,0.1626,9.5,8.11,1,6
Apple TV+,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Asia Pacific,Low,100,238,0.3356,13.16,8.36,1,5
Disney+ AI,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,North America,High,100,131,0.1163,0.06,9.92,66,6
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,Middle East & Africa,Low,69,123,0.0089,30.6,7.67,2,3
YouTube,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,High,64,96,0.2436,2.2,6.61,5,4
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Movies,Latin America,Medium,60,59,0.1197,0.0,8.55,1,2
Apple TV+,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,North America,Low,35,76,0.233,11.71,7.47,3,1
Prime Video,Standard,Virtual Background Sync,Energetic,Smart Glasses,Shorts,North America,Medium,88,90,0.2087,3.28,7.02,2,6
Prime Video,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Shorts,North America,Medium,10,150,0.323,3.56,9.12,5,1
TikTok,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Movies,Europe,Medium,71,50,0.2701,16.66,10.0,5,7
YouTube,Premium AI-Plus,Mood-Based Playlist,Anxious,Apple Vision Pro,Movies,Europe,Medium,62,202,0.1982,10.26,8.26,1,5
YouTube,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Education,Europe,High,33,117,0.0519,32.96,6.21,3,5
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,North America,Medium,72,214,0.0791,20.03,9.54,1,5
TikTok,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Education,Middle East & Africa,High,90,81,0.3737,32.43,6.38,76,6
YouTube,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Movies,Europe,High,78,185,0.0247,10.01,9.58,2,5
Disney+ AI,Standard,Virtual Background Sync,Happy,Foldable Phone,Education,Europe,Medium,50,142,0.038,3.6,7.23,7,1
Disney+ AI,Standard,Virtual Background Sync,Anxious,Smart Glasses,Shorts,North America,Medium,100,147,0.017,24.55,7.68,1,5
Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Bored,AI-Integrated TV,Shorts,North America,Low,27,210,0.0961,5.72,8.18,33,6
Netflix,Premium AI-Plus,Mood-Based Playlist,Energetic,Smart Glasses,Gaming,Europe,Low,51,258,0.2922,13.7,6.12,3,6
Prime Video,Standard,Personalized Story Ending,Happy,Foldable Phone,Shorts,Europe,Medium,100,165,0.3497,15.13,7.42,14,5
TikTok,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Shorts,Europe,High,72,167,0.4859,12.84,8.82,1,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,Europe,Low,77,77,0.2989,9.48,6.18,2,6
Prime Video,Standard,Real-time Voice Dubbing,Happy,Apple Vision Pro,Shorts,Asia Pacific,Low,94,117,0.2511,13.2,8.85,1,6
YouTube,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Movies,North America,Medium,86,216,0.1434,16.77,7.04,1,5
Apple TV+,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Middle East & Africa,Medium,73,223,0.246,22.7,5.44,6,1
YouTube,Ad-Supported,Virtual Background Sync,Energetic,Apple Vision Pro,Movies,Asia Pacific,Medium,96,147,0.2598,26.42,2.58,1,1
Apple TV+,Standard,Personalized Story Ending,Bored,Smart Glasses,Shorts,Latin America,Medium,65,160,0.1236,26.17,10.0,5,4
Netflix,Premium AI-Plus,Mood-Based Playlist,Stressed,Smart Glasses,Gaming,Middle East & Africa,Medium,89,69,0.2707,20.44,8.79,1,6
YouTube,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,North America,Medium,46,81,0.1976,12.31,9.34,2,4
YouTube,Standard,Personalized Story Ending,Energetic,AI-Integrated TV,Gaming,Middle East & Africa,High,51,86,0.1042,15.04,9.97,1,1
Prime Video,Standard,AI-Generated Summary,Happy,Smart Glasses,Shorts,Europe,Low,57,205,0.0839,4.4,7.24,1,5
Prime Video,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,68,87,0.2092,2.99,4.66,1,1
Disney+ AI,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,North America,High,86,221,0.0426,10.06,9.66,1,6
Disney+ AI,Standard,Virtual Background Sync,Anxious,Foldable Phone,Shorts,North America,Low,68,51,0.1277,18.61,5.5,1,4
YouTube,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Education,Europe,High,72,244,0.0025,14.72,6.3,4,1
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Foldable Phone,Gaming,Europe,Medium,80,99,0.0025,31.37,9.16,3,3
YouTube,Premium AI-Plus,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Europe,Low,72,139,0.4565,12.91,7.8,36,1
Netflix,Ad-Supported,Mood-Based Playlist,Bored,Smart Glasses,Movies,Latin America,High,37,194,0.1097,2.42,4.98,54,2
Apple TV+,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Gaming,Middle East & Africa,Low,52,115,0.215,15.34,7.32,81,1
Disney+ AI,Standard,Mood-Based Playlist,Anxious,Smart Glasses,Movies,North America,Medium,28,129,0.1398,9.92,5.13,45,4
YouTube,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Europe,Low,50,80,0.1704,13.11,10.0,1,1
Prime Video,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Low,95,208,0.1322,7.99,9.72,1,3
Prime Video,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Shorts,Europe,Low,81,223,0.0025,27.47,9.78,2,5
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Bored,Apple Vision Pro,Shorts,North America,Low,75,101,0.4885,16.02,9.5,16,4
YouTube,Standard,Personalized Story Ending,Energetic,Apple Vision Pro,Shorts,Asia Pacific,High,41,129,0.054,10.35,8.94,2,3
TikTok,Standard,AI-Generated Summary,Bored,Foldable Phone,Shorts,Asia Pacific,High,68,101,0.0258,16.01,9.92,16,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Movies,Europe,High,68,231,0.021,29.83,6.16,2,6
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Shorts,Asia Pacific,Medium,100,91,0.0919,15.4,10.0,1,7
Disney+ AI,Standard,Personalized Story Ending,Bored,Foldable Phone,Shorts,North America,High,43,137,0.1318,15.49,8.97,3,5
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Shorts,North America,High,100,268,0.0785,15.36,8.73,46,4
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Middle East & Africa,Medium,65,158,0.2592,12.62,10.0,1,3
Disney+ AI,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Shorts,Middle East & Africa,High,65,142,0.3785,9.93,9.71,2,5
Prime Video,Standard,AI-Generated Summary,Energetic,Smart Glasses,Gaming,Latin America,High,73,224,0.3002,14.54,7.65,22,7
Disney+ AI,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Asia Pacific,Low,81,105,0.007,8.87,9.19,1,1
YouTube,Standard,Personalized Story Ending,Happy,Apple Vision Pro,Gaming,North America,Medium,89,118,0.0025,14.12,7.87,1,6
Prime Video,Standard,AI-Generated Summary,Anxious,Apple Vision Pro,Education,Europe,High,58,216,0.0489,15.58,6.95,3,3
Netflix,Standard,AI-Generated Summary,Happy,Foldable Phone,Movies,Europe,High,92,175,0.2289,30.63,6.93,1,3
Disney+ AI,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Movies,Asia Pacific,Medium,93,131,0.3359,4.8,6.55,1,6
Netflix,Premium AI-Plus,Virtual Background Sync,Happy,Smart Glasses,Shorts,North America,Low,53,230,0.236,0.52,8.88,1,6
TikTok,Premium AI-Plus,Personalized Story Ending,Bored,Foldable Phone,Movies,North America,Medium,30,143,0.301,11.97,9.33,70,6
Prime Video,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Europe,High,69,149,0.153,34.99,8.63,1,5
TikTok,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,High,66,212,0.2305,21.88,3.48,1,7
TikTok,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Europe,Low,31,209,0.1633,12.38,7.33,6,1
Apple TV+,Standard,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Latin America,Medium,79,148,0.0311,22.03,8.66,33,4
YouTube,Standard,Mood-Based Playlist,Happy,Smart Glasses,Education,Latin America,Low,61,51,0.3023,18.2,6.35,1,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Europe,Low,78,149,0.2777,4.75,8.3,2,5
Apple TV+,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Education,Asia Pacific,High,59,154,0.1342,27.17,2.58,9,3
Disney+ AI,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Latin America,Medium,100,98,0.0335,15.85,9.07,1,4
Prime Video,Ad-Supported,Mood-Based Playlist,Bored,Foldable Phone,Gaming,Middle East & Africa,Medium,43,169,0.3432,0.37,10.0,1,6
Netflix,Standard,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Europe,Medium,33,231,0.3229,12.14,9.86,3,6
Apple TV+,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Movies,Asia Pacific,Medium,85,109,0.1932,14.0,6.6,3,3
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Foldable Phone,Education,Asia Pacific,Medium,39,182,0.2432,0.0,4.87,55,1
YouTube,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Middle East & Africa,Low,70,75,0.2543,9.19,8.61,1,7
Apple TV+,Premium AI-Plus,Virtual Background Sync,Happy,Apple Vision Pro,Gaming,North America,High,74,106,0.1488,27.9,9.66,1,5
YouTube,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,North America,Low,59,147,0.0419,16.18,5.85,1,1
