Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
Disney+ AI,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Education,Asia Pacific,Medium,84,28,0.1477,15.6,6.59,11,5
TikTok,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,North America,Medium,87,122,0.1156,34.99,6.06,42,5
Netflix,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Education,Europe,High,84,104,0.1771,26.24,8.84,1,3
Prime Video,Standard,Real-time Voice Dubbing,Happy,Apple Vision Pro,Shorts,North America,High,53,97,0.0351,17.13,3.08,1,7
YouTube,Ad-Supported,Personalized Story Ending,Anxious,AI-Integrated TV,Gaming,Asia Pacific,High,100,131,0.0599,4.81,2.69,3,2
Prime Video,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Education,North America,Medium,60,44,0.5175,34.99,9.05,13,6
YouTube,Premium AI-Plus,Virtual Background Sync,Energetic,AI-Integrated TV,Shorts,Latin America,Medium,55,128,0.3468,19.34,3.77,5,1
TikTok,Ad-Supported,Personalized Story Ending,Happy,Apple Vision Pro,Education,Asia Pacific,High,94,166,0.3477,3.49,9.15,1,3
YouTube,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Movies,Asia Pacific,Medium,66,157,0.2331,11.76,5.37,1,4
Apple TV+,Ad-Supported,Mood-Based Playlist,Anxious,AI-Integrated TV,Movies,Europe,Medium,62,150,0.3682,20.72,10.0,1,5
Prime Video,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Latin America,Medium,93,157,0.4277,21.75,5.32,1,2
TikTok,Standard,Personalized Story Ending,Energetic,Smart Glasses,Gaming,Asia Pacific,Medium,65,106,0.1867,34.99,10.0,2,3
TikTok,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,Latin America,Medium,71,80,0.1133,32.68,10.0,1,1
Netflix,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Movies,Europe,High,53,204,0.4821,26.19,8.65,1,4
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Smart Glasses,Gaming,North America,Medium,83,79,0.2661,15.51,3.44,1,1
TikTok,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Europe,Low,69,92,0.155,3.2,6.82,1,4
YouTube,Standard,Personalized Story Ending,Stressed,Apple Vision Pro,Shorts,Latin America,Medium,51,113,0.6455,13.1,8.58,2,3
YouTube,Ad-Supported,Real-time Voice Dubbing,Bored,Smart Glasses,Movies,Asia Pacific,Low,67,193,0.6762,21.23,7.98,1,7
Prime Video,Ad-Supported,Virtual Background Sync,Happy,Apple Vision Pro,Education,Europe,Low,100,129,0.5915,34.63,6.39,12,5
Prime Video,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Asia Pacific,Medium,99,181,0.1192,16.92,10.0,3,7
Netflix,Standard,Virtual Background Sync,Anxious,Apple Vision Pro,Shorts,Asia Pacific,Medium,98,89,0.0946,34.99,6.12,1,5
TikTok,Standard,AI-Generated Summary,Happy,Foldable Phone,Shorts,Europe,Low,84,199,0.1653,15.78,7.38,1,5
Netflix,Standard,Virtual Background Sync,Bored,Foldable Phone,Shorts,Europe,High,72,124,0.1384,1.64,9.09,5,3
TikTok,Standard,Mood-Based Playlist,Bored,Foldable Phone,Gaming,North America,Medium,81,77,0.5587,6.25,9.23,5,3
Apple TV+,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Shorts,Asia Pacific,High,55,68,0.23,27.32,8.86,1,3
Prime Video,Premium AI-Plus,Personalized Story Ending,Happy,Apple Vision Pro,Shorts,Europe,Medium,48,99,0.1348,7.54,9.94,2,2
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Movies,North America,Low,54,108,0.0277,5.47,9.3,13,3
Apple TV+,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Europe,High,80,80,0.4924,11.87,10.0,1,2
YouTube,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Asia Pacific,High,79,105,0.0841,4.97,6.94,1,5
Apple TV+,Ad-Supported,Real-time Voice Dubbing,Bored,Apple Vision Pro,Gaming,Asia Pacific,Medium,75,165,0.0511,14.78,5.14,2,6
Prime Video,Standard,AI-Generated Summary,Anxious,Apple Vision Pro,Gaming,Europe,Medium,91,207,0.1143,15.87,9.54,4,5
YouTube,Ad-Supported,Mood-Based Playlist,Bored,Apple Vision Pro,Gaming,North America,Low,97,145,0.4851,5.81,10.0,1,8
YouTube,Ad-Supported,Mood-Based Playlist,Bored,Foldable Phone,Movies,North America,Medium,63,129,0.3323,13.45,8.62,1,4
YouTube,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Movies,Asia Pacific,Low,64,111,0.2533,12.54,3.32,1,3
Disney+ AI,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Movies,Asia Pacific,Medium,87,98,0.453,28.65,10.0,1,7
Prime Video,Premium AI-Plus,Virtual Background Sync,Energetic,Smart Glasses,Shorts,Asia Pacific,Medium,71,163,0.8137,24.2,10.0,1,8
YouTube,Premium AI-Plus,Mood-Based Playlist,Energetic,Apple Vision Pro,Movies,Europe,Medium,65,82,0.2072,34.99,5.01,2,3
Netflix,Ad-Supported,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Europe,Medium,92,169,0.2552,21.32,2.69,1,3
YouTube,Standard,AI-Generated Summary,Happy,Smart Glasses,Gaming,Middle East & Africa,Medium,59,171,0.3108,34.99,5.92,29,6
Netflix,Ad-Supported,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Europe,High,80,156,0.2212,32.78,9.03,16,6
TikTok,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Education,Asia Pacific,Medium,87,37,0.1531,16.51,9.42,1,3
Apple TV+,Premium AI-Plus,Personalized Story Ending,Energetic,Foldable Phone,Movies,North America,High,88,171,0.522,5.13,8.94,1,3
Netflix,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Education,Europe,Medium,100,76,0.3291,15.43,6.48,2,5
Apple TV+,Ad-Supported,Mood-Based Playlist,Happy,Smart Glasses,Gaming,Latin America,Low,79,93,0.4521,26.61,9.43,7,5
Apple TV+,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Medium,70,74,0.0198,15.07,7.35,3,3
Prime Video,Premium AI-Plus,AI-Generated Summary,Anxious,Smart Glasses,Shorts,Asia Pacific,Low,73,102,0.2931,25.56,6.57,21,3
Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,North America,Low,67,90,0.2825,22.56,8.82,39,5
YouTube,Standard,Virtual Background Sync,Bored,Foldable Phone,Gaming,Asia Pacific,Medium,81,176,0.0118,10.61,5.32,56,2
YouTube,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Movies,North America,Medium,72,70,0.3617,34.29,6.83,8,1
Prime Video,Standard,Virtual Background Sync,Energetic,Foldable Phone,Shorts,North America,Medium,65,141,0.1851,16.83,9.97,7,3
YouTube,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Gaming,Europe,High,95,188,0.2077,16.92,8.49,1,3
Netflix,Standard,Personalized Story Ending,Anxious,Foldable Phone,Shorts,Europe,Low,88,185,0.1631,22.01,1.34,4,6
TikTok,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Education,Middle East & Africa,High,78,94,0.5154,7.7,7.5,5,5
Prime Video,Standard,Virtual Background Sync,Energetic,Foldable Phone,Gaming,Latin America,Low,75,119,0.3549,17.72,9.44,20,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Asia Pacific,High,98,99,0.1296,15.76,4.5,5,2
YouTube,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Shorts,Asia Pacific,Low,69,73,0.1607,13.36,6.54,3,6
YouTube,Premium AI-Plus,Personalized Story Ending,Energetic,Foldable Phone,Movies,North America,Medium,87,108,0.1087,34.62,9.99,1,5
YouTube,Premium AI-Plus,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Latin America,Medium,44,124,0.3072,10.25,8.23,52,2
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Bored,Foldable Phone,Gaming,Asia Pacific,Medium,62,62,0.1436,3.78,6.28,1,9
TikTok,Premium AI-Plus,AI-Generated Summary,Happy,Smart Glasses,Shorts,Asia Pacific,Medium,77,113,0.0913,27.6,9.31,1,3
TikTok,Ad-Supported,Personalized Story Ending,Happy,Apple Vision Pro,Movies,Asia Pacific,Low,94,111,0.2408,9.66,10.0,5,3
Netflix,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Gaming,North America,Low,53,120,0.2784,34.99,8.35,1,4
YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Europe,Medium,41,191,0.1459,14.92,6.88,23,4
TikTok,Standard,AI-Generated Summary,Happy,Foldable Phone,Shorts,North America,High,65,147,0.3154,17.32,4.44,1,7
TikTok,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Gaming,North America,High,87,106,0.255,15.06,8.31,1,2
TikTok,Standard,Real-time Voice Dubbing,Energetic,Smart Glasses,Movies,Europe,High,53,52,0.09,16.18,7.85,1,8
Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Movies,North America,Medium,96,89,0.3213,15.79,2.39,1,7
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Gaming,North America,Medium,68,126,0.198,7.12,7.1,1,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,Asia Pacific,High,92,90,0.2581,34.99,6.93,1,7
YouTube,Premium AI-Plus,Mood-Based Playlist,Anxious,Smart Glasses,Education,Europe,Low,63,155,0.5419,6.52,8.32,1,6
Netflix,Premium AI-Plus,Virtual Background Sync,Stressed,Apple Vision Pro,Movies,Europe,Medium,79,157,0.3488,16.12,9.35,2,9
YouTube,Standard,AI-Generated Summary,Bored,Smart Glasses,Movies,Latin America,High,92,100,0.2735,21.07,1.75,25,3
TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Middle East & Africa,Low,79,154,0.0025,13.67,7.46,14,5
YouTube,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Europe,High,81,64,0.0845,15.89,10.0,55,6
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Happy,Smart Glasses,Movies,North America,Low,72,107,0.1362,34.99,5.85,1,3
YouTube,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Shorts,Asia Pacific,Medium,78,58,0.1396,5.98,9.4,10,5
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Energetic,Apple Vision Pro,Education,Europe,Low,82,128,0.222,32.55,8.66,3,3
Netflix,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,Asia Pacific,Medium,46,250,0.1561,21.31,8.71,1,4
TikTok,Ad-Supported,Virtual Background Sync,Happy,Apple Vision Pro,Education,Europe,Low,69,156,0.3956,34.99,7.51,1,2
Prime Video,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Education,North America,Low,83,220,0.4868,32.65,7.54,1,6
TikTok,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,Europe,Medium,71,208,0.53,31.49,7.94,4,4
YouTube,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Movies,Europe,Low,66,29,0.566,6.18,7.43,34,4
TikTok,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Gaming,Middle East & Africa,Medium,62,120,0.2646,29.93,6.03,1,2
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,68,44,0.7504,14.16,7.45,5,4
TikTok,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Europe,Low,74,134,0.4458,6.82,10.0,1,9
Prime Video,Standard,Personalized Story Ending,Happy,Apple Vision Pro,Gaming,Asia Pacific,Low,73,63,0.2267,15.13,8.33,3,9
Apple TV+,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Gaming,North America,Medium,93,49,0.071,34.99,9.98,1,4
YouTube,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Movies,North America,Medium,45,133,0.3015,34.99,8.83,10,4
Prime Video,Standard,AI-Generated Summary,Energetic,Foldable Phone,Movies,Middle East & Africa,Low,95,177,0.0567,34.99,8.46,1,2
Apple TV+,Standard,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,Latin America,Medium,98,87,0.5052,27.89,7.92,4,4
Apple TV+,Premium AI-Plus,Virtual Background Sync,Bored,Foldable Phone,Gaming,Europe,Low,75,74,0.3414,25.76,10.0,5,5
Apple TV+,Standard,Virtual Background Sync,Stressed,Smart Glasses,Education,Latin America,Medium,77,163,0.4713,34.38,9.04,3,2
Prime Video,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,North America,Low,64,75,0.5119,32.41,10.0,1,8
Netflix,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Movies,Europe,Medium,99,29,0.2423,7.08,3.32,2,10
Netflix,Ad-Supported,Personalized Story Ending,Bored,Foldable Phone,Shorts,Middle East & Africa,Low,71,154,0.4552,0.97,7.46,1,10
Prime Video,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Latin America,Low,53,181,0.1567,14.47,7.72,2,6
YouTube,Ad-Supported,Real-time Voice Dubbing,Stressed,Foldable Phone,Education,North America,Medium,68,79,0.4912,28.03,5.98,1,1
Netflix,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Education,Asia Pacific,Medium,61,89,0.8042,30.97,5.18,1,3
Prime Video,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,Latin America,Medium,74,129,0.3368,7.13,7.72,1,1
TikTok,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Gaming,Europe,High,87,165,0.199,17.04,7.14,1,2
Apple TV+,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Middle East & Africa,Medium,97,222,0.7474,15.14,7.9,1,3
Disney+ AI,Ad-Supported,Virtual Background Sync,Energetic,Apple Vision Pro,Movies,Europe,Medium,92,166,0.5354,32.31,8.91,5,3
YouTube,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Education,Europe,Medium,85,133,0.0433,33.98,8.0,8,3
Apple TV+,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Movies,Asia Pacific,High,64,136,0.1694,23.19,8.29,1,4
YouTube,Standard,Personalized Story Ending,Stressed,Foldable Phone,Movies,Asia Pacific,Low,84,93,0.1025,15.6,10.0,31,6
Netflix,Standard,AI-Generated Summary,Stressed,Apple Vision Pro,Movies,Latin America,High,66,142,0.302,34.99,9.09,8,4
Prime Video,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Asia Pacific,Low,85,125,0.1624,27.21,8.72,29,5
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Bored,AI-Integrated TV,Movies,North America,Medium,62,130,0.1103,6.54,9.33,36,3
YouTube,Premium AI-Plus,Virtual Background Sync,Happy,Apple Vision Pro,Gaming,Latin America,High,63,100,0.0311,15.61,8.64,2,7
Disney+ AI,Standard,Personalized Story Ending,Happy,Foldable Phone,Shorts,North America,Medium,87,59,0.1355,24.08,10.0,1,5
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Gaming,Asia Pacific,High,87,120,0.1159,15.49,10.0,1,7
TikTok,Ad-Supported,Virtual Background Sync,Happy,Smart Glasses,Movies,North America,Medium,87,96,0.0949,27.43,6.02,1,2
Netflix,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Shorts,North America,Low,82,42,0.4129,4.36,8.27,6,3
YouTube,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Gaming,Europe,Low,58,102,0.1426,34.99,8.5,2,6
YouTube,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Asia Pacific,Low,70,59,0.1064,31.03,8.76,2,4
Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,Europe,Low,91,71,0.5574,33.81,7.63,10,6
YouTube,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Shorts,Europe,High,86,60,0.228,23.44,2.15,1,3
Netflix,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Asia Pacific,Medium,93,123,0.1181,26.5,8.52,1,5
YouTube,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Gaming,Asia Pacific,Low,65,78,0.4609,2.83,8.99,1,3
Netflix,Premium AI-Plus,Virtual Background Sync,Happy,Smart Glasses,Shorts,Asia Pacific,Medium,88,189,0.2918,16.07,8.83,2,3
Disney+ AI,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Middle East & Africa,Medium,53,16,0.3224,13.31,6.17,1,10
Prime Video,Standard,Personalized Story Ending,Bored,Foldable Phone,Shorts,Asia Pacific,Medium,64,187,0.5643,16.33,9.6,28,5
Netflix,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Gaming,Middle East & Africa,Medium,49,140,0.2209,13.21,5.12,3,6
Netflix,Standard,Virtual Background Sync,Happy,Foldable Phone,Movies,North America,Low,68,151,0.1345,14.71,6.51,24,7
Apple TV+,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Middle East & Africa,Medium,66,107,0.0515,31.03,8.38,61,5
YouTube,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Education,Asia Pacific,Low,92,194,0.3821,23.43,9.5,2,3
YouTube,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Shorts,Europe,Low,60,135,0.1025,29.98,7.18,18,1
YouTube,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,Middle East & Africa,Low,90,107,0.3147,10.22,7.61,6,3
Netflix,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Movies,Asia Pacific,Medium,68,106,0.265,32.4,7.06,1,3
Netflix,Premium AI-Plus,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,North America,Medium,100,209,0.3084,25.54,9.49,1,8
Netflix,Standard,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Medium,57,102,0.6007,12.25,5.45,40,5
YouTube,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Movies,Europe,Medium,71,99,0.214,25.0,10.0,1,5
Netflix,Ad-Supported,Real-time Voice Dubbing,Happy,Apple Vision Pro,Education,Asia Pacific,High,50,183,0.496,11.51,7.32,1,3
Netflix,Premium AI-Plus,Virtual Background Sync,Stressed,Smart Glasses,Gaming,Europe,Low,29,45,0.0229,15.17,5.34,1,3
TikTok,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Movies,North America,Medium,69,117,0.2849,34.99,8.52,1,3
YouTube,Ad-Supported,Virtual Background Sync,Stressed,Foldable Phone,Movies,North America,High,77,188,0.2664,3.98,4.49,1,1
Netflix,Premium AI-Plus,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Europe,High,51,106,0.2304,25.69,8.18,27,6
TikTok,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Asia Pacific,High,88,140,0.1796,22.68,6.88,3,5
Apple TV+,Standard,Personalized Story Ending,Happy,Foldable Phone,Shorts,Middle East & Africa,Low,70,137,0.2392,5.59,4.14,1,5
Prime Video,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,North America,Low,57,109,0.3038,10.89,8.93,1,1
Disney+ AI,Standard,Virtual Background Sync,Bored,Smart Glasses,Shorts,North America,Medium,94,147,0.3395,12.97,6.3,3,5
YouTube,Standard,Personalized Story Ending,Anxious,Apple Vision Pro,Education,Europe,Medium,89,140,0.8169,17.03,7.69,3,3
TikTok,Premium AI-Plus,AI-Generated Summary,Stressed,AI-Integrated TV,Movies,Latin America,Medium,100,147,0.3339,26.12,8.81,1,3
YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,Foldable Phone,Movies,North America,Medium,56,100,0.1824,32.3,9.59,18,3
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Europe,Medium,95,54,0.4842,34.13,10.0,4,5
Prime Video,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,North America,Medium,76,178,0.1567,34.99,7.73,2,7
Disney+ AI,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Movies,Europe,Low,63,214,0.2236,33.65,9.22,6,7
YouTube,Ad-Supported,Personalized Story Ending,Bored,Foldable Phone,Education,Middle East & Africa,Medium,37,114,0.233,6.54,8.72,6,2
Prime Video,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Foldable Phone,Shorts,Europe,Medium,96,170,0.0594,22.53,6.22,2,5
TikTok,Standard,Real-time Voice Dubbing,Bored,Apple Vision Pro,Gaming,North America,Medium,92,97,0.5081,34.99,6.42,1,4
Disney+ AI,Standard,Virtual Background Sync,Happy,AI-Integrated TV,Education,Europe,Low,68,84,0.2665,2.57,8.73,5,3
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Smart Glasses,Shorts,Europe,Medium,85,85,0.5255,6.44,5.46,1,10
TikTok,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Gaming,Latin America,Medium,84,122,0.4611,34.99,10.0,1,5
TikTok,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Europe,High,100,94,0.1417,6.89,9.22,23,2
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,Europe,Medium,69,122,0.5715,8.46,6.14,2,4
Apple TV+,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Shorts,North America,Medium,95,144,0.0734,5.54,7.44,3,3
TikTok,Ad-Supported,Personalized Story Ending,Stressed,Foldable Phone,Movies,Latin America,High,92,99,0.2401,15.24,7.7,6,2
YouTube,Ad-Supported,Mood-Based Playlist,Anxious,Apple Vision Pro,Gaming,Latin America,Medium,56,143,0.1924,12.64,8.11,1,7
Netflix,Ad-Supported,Mood-Based Playlist,Bored,Foldable Phone,Shorts,North America,High,51,116,0.1836,14.75,4.54,6,3
Netflix,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Shorts,Latin America,Medium,95,105,0.2933,15.08,6.44,1,1
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Smart Glasses,Education,Middle East & Africa,Low,36,165,0.6124,24.27,7.44,2,2
YouTube,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Gaming,Asia Pacific,Medium,79,121,0.418,16.9,8.3,1,5
YouTube,Standard,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Gaming,Europe,Low,77,121,0.162,24.87,8.37,1,4
Apple TV+,Ad-Supported,AI-Generated Summary,Bored,Smart Glasses,Education,Latin America,High,62,144,0.4491,14.09,9.18,1,9
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,Middle East & Africa,Low,100,115,0.2817,16.05,7.23,1,5
Netflix,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Gaming,Europe,Medium,88,182,0.1371,4.19,8.69,7,7
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Education,Asia Pacific,Medium,82,84,0.2667,6.05,3.22,33,8
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Movies,Europe,Low,80,187,0.1633,31.56,9.27,35,7
TikTok,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,North America,Low,97,53,0.1131,12.87,9.64,64,2
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Gaming,Asia Pacific,Medium,100,76,0.12,28.28,4.29,1,3
YouTube,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,Asia Pacific,High,83,85,0.4322,17.2,9.01,1,3
TikTok,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Education,North America,Low,63,81,0.0854,4.38,4.05,32,4
YouTube,Premium AI-Plus,Personalized Story Ending,Energetic,Apple Vision Pro,Education,Europe,Medium,71,113,0.0634,33.09,7.88,3,7
Apple TV+,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Movies,Middle East & Africa,High,100,52,0.0593,32.06,8.93,1,9
Netflix,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Middle East & Africa,Medium,96,126,0.1073,31.08,5.1,3,3
TikTok,Ad-Supported,Real-time Voice Dubbing,Energetic,Foldable Phone,Gaming,Middle East & Africa,Low,100,129,0.1831,34.99,6.82,1,3
TikTok,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Shorts,Middle East & Africa,Medium,75,155,0.3062,25.34,5.31,2,2
YouTube,Ad-Supported,Mood-Based Playlist,Stressed,Smart Glasses,Movies,Asia Pacific,Medium,86,144,0.2839,25.71,6.21,3,3
Apple TV+,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Education,North America,Medium,87,68,0.2387,7.14,9.88,5,1
TikTok,Standard,AI-Generated Summary,Happy,Foldable Phone,Shorts,North America,High,70,124,0.2611,27.31,7.3,26,3
Apple TV+,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Shorts,North America,High,91,34,0.1142,34.53,9.61,1,5
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Movies,North America,Medium,86,15,0.3451,4.92,10.0,11,3
YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,Apple Vision Pro,Gaming,Europe,Medium,63,37,0.1048,15.88,9.73,1,3
TikTok,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Movies,North America,Medium,34,59,0.1973,16.8,10.0,4,3
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Movies,Latin America,Medium,81,238,0.3414,16.79,7.55,31,7
TikTok,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Education,Asia Pacific,Medium,88,98,0.2886,32.11,8.8,1,3
Netflix,Ad-Supported,Personalized Story Ending,Energetic,Apple Vision Pro,Shorts,Europe,Medium,82,160,0.2202,3.03,8.41,4,1
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,Middle East & Africa,Medium,92,113,0.2699,7.24,8.18,1,6
YouTube,Standard,Personalized Story Ending,Anxious,Apple Vision Pro,Movies,North America,Low,71,101,0.2941,0.93,9.01,3,1
TikTok,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Shorts,Asia Pacific,High,55,145,0.6632,13.09,10.0,1,6
Apple TV+,Premium AI-Plus,Virtual Background Sync,Happy,Apple Vision Pro,Gaming,Europe,High,95,201,0.2215,5.31,7.25,1,3
Disney+ AI,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Europe,Low,64,113,0.1839,25.47,6.96,1,5
Prime Video,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Shorts,North America,High,66,90,0.2313,34.99,10.0,1,7
YouTube,Standard,Virtual Background Sync,Bored,Smart Glasses,Movies,Latin America,Low,97,56,0.5589,15.88,8.59,2,3
